#sent,#word,word,true_pos,true_ner,predict_ner,is_error
9,86,giám,N,O,O,0
9,87,sát,A,O,O,0
9,88,hành,V,O,O,0
9,89,trình,V,O,O,0
9,90,GPS,Np,O,O,0
9,91,bị,V,O,O,0
9,92,liệt,A,O,O,0
9,93,…,F,O,O,0
9,94,Được,Np,O,O,0
9,95,biết,V,O,O,0
9,96,",",F,O,O,0
9,97,có,V,O,O,0
9,98,đến,V,O,O,0
9,99,20,M,O,O,0
9,100,xe,N,O,O,0
9,101,khách,N,O,O,0
9,102,vi,N,O,O,0
9,103,phạm,N,O,O,0
9,104,đã,R,O,O,0
9,105,được,V,O,O,0
9,106,Sở,N,ORG,ORG,0
9,107,Giao,V,ORG,ORG,0
9,108,thông,V,ORG,ORG,0
9,109,vận,N,ORG,ORG,0
9,110,tải,V,ORG,ORG,0
9,111,Hà,Np,ORG,ORG,0
9,112,Nội,Np,ORG,ORG,0
9,113,“,F,O,O,0
9,114,cấm,V,O,O,0
9,115,bến,N,O,O,0
9,116,”,F,O,O,0
9,117,1,M,O,O,0
9,118,tháng,N,O,O,0
9,119,.,F,O,O,0
10,0,Theo,V,O,O,0
10,1,Sở,N,ORG,ORG,0
10,2,Giao,V,ORG,ORG,0
10,3,thông,V,ORG,ORG,0
10,4,vận,N,ORG,ORG,0
10,5,tải,V,ORG,ORG,0
10,6,Hà,Np,ORG,ORG,0
10,7,Nội,Np,ORG,ORG,0
10,8,",",F,O,O,0
10,9,qua,V,O,O,0
10,10,kiểm,V,O,O,0
10,11,tra,V,O,O,0
10,12,",",F,O,O,0
10,13,xử,V,O,O,0
10,14,lý,N,O,O,0
10,15,và,C,O,O,0
10,16,trích,V,O,O,0
10,17,xuất,V,O,O,0
10,18,dữ,A,O,O,0
10,19,liệu,V,O,O,0
10,20,từ,N,O,O,0
10,21,thiết,V,O,O,0
10,22,bị,V,O,O,0
10,23,GPS,Np,O,ORG,1
10,24,",",F,O,O,0
10,25,lực,N,O,O,0
10,26,lượng,N,O,O,0
10,27,làm,V,O,O,0
10,28,nhiệm,N,O,O,0
10,29,vụ,N,O,O,0
10,30,của,N,O,O,0
10,31,Sở,N,O,ORG,1
10,32,Giao,V,O,ORG,1
10,33,thông,V,O,ORG,1
10,34,vận,N,O,ORG,1
10,35,tải,V,O,ORG,1
10,36,đã,R,O,O,0
10,37,phát,V,O,O,0
10,38,hiện,N,O,O,0
10,39,nhiều,A,O,O,0
10,40,xe,N,O,O,0
10,41,khách,N,O,O,0
10,42,vi,N,O,O,0
10,43,phạm,N,O,O,0
10,44,trên,A,O,O,0
10,45,các,L,O,O,0
10,46,tuyến,N,O,O,0
10,47,đường,N,LOC,O,1
10,48,Phạm,Np,LOC,LOC,0
10,49,Hùng,Np,LOC,LOC,0
10,50,",",F,O,O,0
10,51,Phạm,Np,LOC,PER,1
10,52,Văn,Np,LOC,PER,1
10,53,Đồng,Np,LOC,PER,1
10,54,",",F,O,O,0
10,55,Khuất,Np,LOC,PER,1
10,56,Duy,Np,LOC,PER,1
10,57,Tiến,Np,LOC,PER,1
10,58,",",F,O,O,0
10,59,Nguyễn,Np,LOC,PER,1
10,60,Trãi,Np,LOC,PER,1
10,61,",",F,O,O,0
10,62,Kim,Np,LOC,LOC,0
10,63,Đồng,Np,LOC,LOC,0
10,64,",",F,O,O,0
10,65,Giải,N,LOC,O,1
10,66,Phóng,Np,LOC,O,1
10,67,và,C,O,O,0
10,68,khu,N,O,O,0
10,69,vực,N,O,O,0
10,70,bến,N,LOC,O,1
10,71,xe,N,LOC,O,1
10,72,Mỹ,Np,LOC,LOC,0
10,73,Đình,Np,LOC,LOC,0
10,74,",",F,O,O,0
10,75,Giáp,Np,LOC,PER,1
10,76,Bát,Np,LOC,PER,1
10,77,…,F,O,O,0
11,0,Nhiều,A,O,O,0
11,1,xe,N,O,O,0
11,2,khách,N,O,O,0
11,3,bị,V,O,O,0
11,4,liên,N,O,O,0
11,5,ngành,N,O,O,0
11,6,Thanh,Np,O,O,0
11,7,tra,V,O,O,0
11,8,",",F,O,O,0
11,9,CSGT,Np,O,O,0
11,10,xử,V,O,O,0
11,11,lý,N,O,O,0
11,12,vi,N,O,O,0
11,13,phạm,N,O,O,0
11,14,trong,A,O,O,0
11,15,tháng,N,O,O,0
11,16,qua,V,O,O,0
11,17,(,F,O,O,0
11,18,Ảnh,Np,O,O,0
11,19,:,F,O,O,0
11,20,Anh,N,PER,O,1
11,21,Trọng,Np,PER,O,1
11,22,),F,O,O,0
11,23,.,F,O,O,0
12,0,Trước,Np,O,O,0
12,1,tình,N,O,O,0
12,2,trạng,N,O,O,0
12,3,này,P,O,O,0
12,4,",",F,O,O,0
12,5,Sở,N,ORG,ORG,0
12,6,Giao,V,ORG,ORG,0
12,7,thông,V,ORG,ORG,0
12,8,vận,N,ORG,ORG,0
12,9,tải,V,ORG,ORG,0
12,10,Hà,Np,ORG,ORG,0
12,11,Nội,Np,ORG,ORG,0
12,12,đã,R,O,O,0
12,13,gửi,V,O,O,0
12,14,văn,N,O,O,0
12,15,bản,N,O,O,0
12,16,thông,V,O,O,0
12,17,báo,V,O,O,0
12,18,lên,V,O,O,0
12,19,các,L,O,O,0
12,20,cơ,N,O,O,0
12,21,quan,N,O,O,0
12,22,liên,N,O,O,0
12,23,quan,N,O,O,0
12,24,và,C,O,O,0
12,25,một,M,O,O,0
12,26,số,N,O,O,0
12,27,tỉnh,N,O,O,0
12,28,thành,V,O,O,0
12,29,",",F,O,O,0
12,30,đồng,N,O,O,0
12,31,thời,N,O,O,0
12,32,nêu,V,O,O,0
12,33,tên,N,O,O,0
12,34,các,L,O,O,0
12,35,doanh,N,O,O,0
12,36,nghiệp,N,O,O,0
12,37,vận,N,O,O,0
12,38,tải,V,O,O,0
12,39,vi,N,O,O,0
12,40,phạm,N,O,O,0
12,41,như,C,O,O,0
12,42,Công,Np,ORG,ORG,0
12,43,ty,N,ORG,ORG,0
12,44,CP,Np,ORG,ORG,0
12,45,vận,N,ORG,ORG,0
12,46,tải,V,ORG,ORG,0
12,47,Ninh,Np,ORG,ORG,0
12,48,Bình,Np,ORG,ORG,0
12,49,(,F,O,O,0
12,50,xe,N,O,O,0
12,51,35B,M,O,O,0
12,52,-,F,O,O,0
12,53,00026,M,O,O,0
12,54,),F,O,O,0
12,55,",",F,O,O,0
12,56,Công,Np,ORG,ORG,0
12,57,ty,N,ORG,ORG,0
12,58,CP,Np,ORG,ORG,0
12,59,27,M,ORG,ORG,0
12,60,/,F,ORG,O,1
12,61,7,M,ORG,O,1
12,62,Đống,Np,ORG,O,1
12,63,Đa,Np,ORG,O,1
12,64,(,F,O,O,0
12,65,xe,N,O,O,0
12,66,29B,M,O,O,0
12,67,-,F,O,O,0
12,68,10757,M,O,O,0
12,69,),F,O,O,0
12,70,",",F,O,O,0
12,71,Công,Np,ORG,ORG,0
12,72,ty,N,ORG,ORG,0
12,73,TNHH,Np,ORG,ORG,0
12,74,TM,Np,ORG,ORG,0
12,75,Đoàn,Np,ORG,ORG,0
12,76,Xuân,Np,ORG,ORG,0
12,77,(,F,O,O,0
12,78,xe,N,O,O,0
12,79,16M,M,O,O,0
12,80,-,F,O,O,0
12,81,9819,M,O,O,0
12,82,),F,O,O,0
12,83,",",F,O,O,0
12,84,HTX,Np,ORG,O,1
12,85,Tân,Np,ORG,PER,1
12,86,Việt,Np,ORG,PER,1
12,87,(,F,O,O,0
12,88,xe,N,O,O,0
12,89,34B,M,O,O,0
12,90,-,F,O,O,0
12,91,018.13,M,O,O,0
12,92,),F,O,O,0
12,93,",",F,O,O,0
12,94,HTX,Np,ORG,O,1
12,95,Hùng,Np,ORG,PER,1
12,96,Vương,Np,ORG,PER,1
12,97,(,F,O,O,0
12,98,xe,N,O,O,0
12,99,14B,M,O,O,0
12,100,-,F,O,O,0
12,101,00317,M,O,O,0
12,102,),F,O,O,0
12,103,",",F,O,O,0
12,104,HTX,Np,ORG,O,1
12,105,Vũ,Np,ORG,PER,1
12,106,Hoàng,Np,ORG,PER,1
12,107,(,F,O,O,0
12,108,xe,N,O,O,0
12,109,30L,M,O,O,0
12,110,-,F,O,O,0
12,111,0264,M,O,O,0
12,112,),F,O,O,0
12,113,",",F,O,O,0
12,114,HTX,Np,ORG,O,1
12,115,ô,N,ORG,O,1
12,116,tô,V,ORG,O,1
12,117,Ka,Np,ORG,PER,1
12,118,Long,Np,ORG,PER,1
12,119,(,F,O,O,0
12,120,xe,N,O,O,0
12,121,14B,M,O,O,0
12,122,-,F,O,O,0
12,123,02071,M,O,O,0
12,124,),F,O,O,0
12,125,…,F,O,O,0
13,0,Ngoài,Np,O,O,0
13,1,ra,V,O,O,0
13,2,",",F,O,O,0
13,3,Sở,N,ORG,ORG,0
13,4,GTVT,Np,ORG,ORG,0
13,5,Hà,Np,ORG,ORG,0
13,6,Nội,Np,ORG,ORG,0
13,7,cũng,R,O,O,0
13,8,quyết,V,O,O,0
13,9,định,V,O,O,0
13,10,“,F,O,O,0
13,11,cấm,V,O,O,0
13,12,bến,N,O,O,0
13,13,”,F,O,O,0
13,14,đối,V,O,O,0
13,15,với,N,O,O,0
13,16,các,L,O,O,0
13,17,xe,N,O,O,0
13,18,vi,N,O,O,0
13,19,phạm,N,O,O,0
13,20,",",F,O,O,0
13,21,yêu,V,O,O,0
13,22,cầu,N,O,O,0
13,23,Công,Np,ORG,ORG,0
13,24,ty,N,ORG,ORG,0
13,25,Cổ,Np,ORG,ORG,0
13,26,phần,N,ORG,ORG,0
13,27,bến,N,ORG,ORG,0
13,28,xe,N,ORG,ORG,0
13,29,Hà,Np,ORG,ORG,0
13,30,Nội,Np,ORG,ORG,0
13,31,quản,N,O,ORG,1
13,32,lý,N,O,ORG,1
13,33,các,L,O,ORG,1
13,34,bến,N,O,ORG,1
13,35,Giáp,Np,LOC,ORG,1
13,36,Bát,Np,LOC,ORG,1
13,37,",",F,O,O,0
13,38,Mỹ,Np,LOC,LOC,0
13,39,Đình,Np,LOC,LOC,0
13,40,;,F,O,O,0
13,41,Trung,Np,ORG,O,1
13,42,tâm,N,ORG,O,1
13,43,khai,V,ORG,O,1
13,44,thác,N,ORG,O,1
13,45,bến,N,ORG,O,1
13,46,xe,N,ORG,O,1
13,47,Hà,Np,ORG,ORG,0
13,48,Nội,Np,ORG,ORG,0
13,49,quản,N,O,ORG,1
13,50,lý,N,O,ORG,1
13,51,bến,N,O,ORG,1
13,52,Yên,Np,LOC,ORG,1
13,53,Nghĩa,Np,LOC,ORG,1
13,54,từ,N,O,O,0
13,55,chối,V,O,O,0
13,56,phục,V,O,O,0
13,57,vụ,N,O,O,0
13,58,đối,V,O,O,0
13,59,với,N,O,O,0
13,60,20,M,O,O,0
13,61,phương,N,O,O,0
13,62,tiện,A,O,O,0
13,63,trên,A,O,O,0
13,64,trong,A,O,O,0
13,65,thời,N,O,O,0
13,66,gian,N,O,O,0
13,67,một,M,O,O,0
13,68,tháng,N,O,O,0
13,69,",",F,O,O,0
13,70,thời,N,O,O,0
13,71,gian,N,O,O,0
13,72,thực,A,O,O,0
13,73,hiện,N,O,O,0
13,74,từ,N,O,O,0
13,75,ngày,N,O,O,0
13,76,18,M,O,O,0
13,77,/,F,O,O,0
13,78,9,M,O,O,0
13,79,đến,V,O,O,0
13,80,ngày,N,O,O,0
13,81,17,M,O,O,0
13,82,/,F,O,O,0
13,83,10,M,O,O,0
13,84,.,F,O,O,0
14,0,Chủ,N,O,O,0
14,1,tịch,N,O,O,0
14,2,nước,N,O,O,0
14,3,tiếp,V,O,O,0
14,4,Đoàn,Np,O,ORG,1
14,5,đại,A,O,ORG,1
14,6,biểu,N,O,ORG,1
14,7,Hiệp,Np,ORG,ORG,0
14,8,hội,N,ORG,ORG,0
14,9,Chữ,N,ORG,ORG,0
14,10,thập,N,ORG,ORG,0
14,11,đỏ,A,ORG,ORG,0
14,12,-,F,ORG,ORG,0
14,13,Trăng,Np,ORG,ORG,0
14,14,lưỡi,N,ORG,ORG,0
14,15,liềm,N,ORG,ORG,0
14,16,đỏ,A,ORG,ORG,0
14,17,quốc,N,ORG,ORG,0
14,18,tế,V,ORG,ORG,0
15,0,Phát,Np,O,O,0
15,1,biểu,N,O,O,0
15,2,tại,N,O,O,0
15,3,buổi,N,O,O,0
15,4,tiếp,V,O,O,0
15,5,",",F,O,O,0
15,6,Chủ,N,O,O,0
15,7,tịch,N,O,O,0
15,8,nước,N,O,O,0
15,9,Trần,Np,PER,PER,0
15,10,Đại,Np,PER,PER,0
15,11,Quang,Np,PER,PER,0
15,12,đánh,V,O,O,0
15,13,giá,N,O,O,0
15,14,cao,A,O,O,0
15,15,Phong,Np,O,O,0
15,16,trào,V,O,O,0
15,17,Chữ,N,O,O,0
15,18,thập,N,O,O,0
15,19,Đỏ,A,O,LOC,1
15,20,-,F,O,LOC,1
15,21,Trăng,Np,O,LOC,1
15,22,lưỡi,N,O,LOC,1
15,23,liềm,N,O,LOC,1
15,24,Đỏ,A,O,LOC,1
15,25,quốc,N,O,O,0
15,26,tế,V,O,O,0
15,27,khu,N,O,O,0
15,28,vực,N,O,O,0
15,29,Đông,Np,LOC,LOC,0
15,30,Nam,Np,LOC,LOC,0
15,31,Á,Np,LOC,LOC,0
15,32,.,F,O,O,0
16,0,Chiều,N,O,O,0
16,1,nay,N,O,O,0
16,2,",",F,O,O,0
16,3,tại,N,O,O,0
16,4,Phủ,Np,O,O,0
16,5,Chủ,N,O,O,0
16,6,tịch,N,O,O,0
16,7,",",F,O,O,0
16,8,Chủ,N,O,O,0
16,9,tịch,N,O,O,0
16,10,nước,N,O,O,0
16,11,Trần,Np,PER,LOC,1
16,12,Đại,Np,PER,LOC,1
16,13,Quang,Np,PER,LOC,1
16,14,tiếp,V,O,O,0
16,15,Đoàn,Np,O,O,0
16,16,lãnh,V,O,O,0
16,17,đạo,N,O,O,0
16,18,Hiệp,Np,ORG,ORG,0
16,19,Hội,N,ORG,ORG,0
16,20,Chữ,N,ORG,ORG,0
16,21,thập,N,ORG,ORG,0
16,22,Đỏ,A,ORG,ORG,0
16,23,-,F,ORG,ORG,0
16,24,Trăng,Np,ORG,ORG,0
16,25,lưỡi,N,ORG,ORG,0
16,26,liềm,N,ORG,ORG,0
16,27,Đỏ,A,ORG,ORG,0
16,28,quốc,N,ORG,O,1
16,29,tế,V,ORG,O,1
16,30,",",F,O,O,0
16,31,Ủy,Np,ORG,ORG,0
16,32,ban,N,ORG,ORG,0
16,33,Chữ,N,ORG,ORG,0
16,34,thập,N,ORG,ORG,0
16,35,Đỏ,A,ORG,ORG,0
16,36,quốc,N,ORG,O,1
16,37,tế,V,ORG,O,1
16,38,và,C,O,O,0
16,39,lãnh,V,O,O,0
16,40,đạo,N,O,O,0
16,41,Hội,N,O,O,0
16,42,Chữ,N,O,O,0
16,43,thập,N,O,O,0
16,44,Đỏ,A,O,O,0
16,45,các,L,O,O,0
16,46,nước,N,O,O,0
16,47,ASEAN,Np,ORG,ORG,0
16,48,nhân,V,O,O,0
16,49,dịp,N,O,O,0
16,50,sang,V,O,O,0
16,51,dự,V,O,O,0
16,52,Hội,N,O,O,0
16,53,nghị,N,O,O,0
16,54,lãnh,V,O,O,0
16,55,đạo,N,O,O,0
16,56,các,L,O,O,0
16,57,Hội,N,O,O,0
16,58,quốc,N,O,O,0
16,59,gia,N,O,O,0
16,60,khu,N,O,O,0
16,61,vực,N,O,O,0
16,62,lần,N,O,O,0
16,63,thứ,N,O,O,0
16,64,14,M,O,O,0
16,65,tại,N,O,O,0
16,66,Việt,Np,LOC,LOC,0
16,67,Nam,Np,LOC,LOC,0
16,68,.,F,O,O,0
17,0,Phát,Np,O,O,0
17,1,biểu,N,O,O,0
17,2,tại,N,O,O,0
17,3,buổi,N,O,O,0
17,4,tiếp,V,O,O,0
17,5,",",F,O,O,0
17,6,Chủ,N,O,O,0
17,7,tịch,N,O,O,0
17,8,nước,N,O,O,0
17,9,Trần,Np,PER,PER,0
17,10,Đại,Np,PER,PER,0
17,11,Quang,Np,PER,PER,0
17,12,đánh,V,O,O,0
17,13,giá,N,O,O,0
17,14,cao,A,O,O,0
17,15,Phong,Np,O,O,0
17,16,trào,V,O,O,0
17,17,Chữ,N,O,O,0
17,18,thập,N,O,O,0
17,19,Đỏ,A,O,LOC,1
17,20,-,F,O,LOC,1
17,21,Trăng,Np,O,LOC,1
17,22,lưỡi,N,O,LOC,1
17,23,liềm,N,O,LOC,1
17,24,Đỏ,A,O,LOC,1
17,25,quốc,N,O,O,0
17,26,tế,V,O,O,0
17,27,khu,N,O,O,0
17,28,vực,N,O,O,0
17,29,Đông,Np,LOC,LOC,0
17,30,Nam,Np,LOC,LOC,0
17,31,Á,Np,LOC,LOC,0
17,32,đã,R,O,O,0
17,33,có,V,O,O,0
17,34,những,L,O,O,0
17,35,bước,V,O,O,0
17,36,tiến,V,O,O,0
17,37,quan,N,O,O,0
17,38,trọng,V,O,O,0
17,39,",",F,O,O,0
17,40,nhất,A,O,O,0
17,41,là,V,O,O,0
17,42,trong,A,O,O,0
17,43,việc,N,O,O,0
17,44,xây,V,O,O,0
17,45,dựng,V,O,O,0
17,46,cộng,V,O,O,0
17,47,đồng,N,O,O,0
17,48,an,A,O,O,0
17,49,toàn,R,O,O,0
17,50,",",F,O,O,0
17,51,có,V,O,O,0
17,52,khả,N,O,O,0
17,53,năng,N,O,O,0
17,54,chống,V,O,O,0
17,55,chịu,V,O,O,0
17,56,cao,A,O,O,0
17,57,",",F,O,O,0
17,58,có,V,O,O,0
17,59,sự,N,O,O,0
17,60,gắn,V,O,O,0
17,61,kết,V,O,O,0
17,62,chặt,A,O,O,0
17,63,chẽ,N,O,O,0
17,64,giữa,N,O,O,0
17,65,các,L,O,O,0
17,66,Hội,N,O,O,0
17,67,quốc,N,O,O,0
17,68,gia,N,O,O,0
17,69,thành,V,O,O,0
17,70,viên,Nc,O,O,0
17,71,",",F,O,O,0
17,72,thực,A,O,O,0
17,73,sự,N,O,O,0
17,74,đóng,V,O,O,0
17,75,vai,N,O,O,0
17,76,trò,N,O,O,0
17,77,bổ,V,O,O,0
17,78,trợ,N,O,O,0
17,79,tích,V,O,O,0
17,80,cực,A,O,O,0
17,81,trong,A,O,O,0
17,82,hoạt,N,O,O,0
17,83,động,N,O,O,0
17,84,nhân,V,O,O,0
17,85,đạo,N,O,O,0
17,86,.,F,O,O,0
18,0,Chủ,N,O,O,0
18,1,tịch,N,O,O,0
18,2,nước,N,O,O,0
18,3,nêu,V,O,O,0
18,4,rõ,A,O,O,0
18,5,",",F,O,O,0
18,6,trong,A,O,O,0
18,7,suốt,A,O,O,0
18,8,chặng,N,O,O,0
18,9,đường,N,O,O,0
18,10,hình,N,O,O,0
18,11,thành,V,O,O,0
18,12,và,C,O,O,0
18,13,phát,V,O,O,0
18,14,triển,N,O,O,0
18,15,",",F,O,O,0
18,16,Hội,N,ORG,ORG,0
18,17,Chữ,N,ORG,ORG,0
18,18,thập,N,ORG,ORG,0
18,19,Đỏ,A,ORG,ORG,0
18,20,Việt,Np,ORG,ORG,0
18,21,Nam,Np,ORG,ORG,0
18,22,luôn,R,O,O,0
18,23,nhận,V,O,O,0
18,24,được,V,O,O,0
18,25,sự,N,O,O,0
18,26,ủng,N,O,O,0
18,27,hộ,N,O,O,0
18,28,",",F,O,O,0
18,29,giúp,V,O,O,0
18,30,đỡ,V,O,O,0
18,31,tích,V,O,O,0
18,32,cực,A,O,O,0
18,33,và,C,O,O,0
18,34,hiệu,N,O,O,0
18,35,quả,N,O,O,0
18,36,của,N,O,O,0
18,37,Hiệp,Np,ORG,ORG,0
18,38,hội,N,ORG,ORG,0
18,39,Chữ,N,ORG,ORG,0
18,40,thập,N,ORG,ORG,0
18,41,Đỏ,A,ORG,ORG,0
18,42,-,F,ORG,ORG,0
18,43,Trăng,Np,ORG,ORG,0
18,44,lưỡi,N,ORG,ORG,0
18,45,liềm,N,ORG,ORG,0
18,46,Đỏ,A,ORG,ORG,0
18,47,quốc,N,ORG,O,1
18,48,tế,V,ORG,O,1
18,49,và,C,O,O,0
18,50,các,L,O,O,0
18,51,Hội,N,O,O,0
18,52,quốc,N,O,O,0
18,53,gia,N,O,O,0
18,54,",",F,O,O,0
18,55,trong,A,O,O,0
18,56,đó,N,O,O,0
18,57,có,V,O,O,0
18,58,các,L,O,O,0
18,59,Hội,N,O,O,0
18,60,quốc,N,O,O,0
18,61,gia,N,O,O,0
18,62,trong,A,O,O,0
18,63,khu,N,O,O,0
18,64,vực,N,O,O,0
18,65,.,F,O,O,0
19,0,Chủ,N,O,O,0
19,1,tịch,N,O,O,0
19,2,nước,N,O,O,0
19,3,cho,V,O,O,0
19,4,rằng,C,O,O,0
19,5,",",F,O,O,0
19,6,những,L,O,O,0
19,7,đóng,V,O,O,0
19,8,góp,V,O,O,0
19,9,của,N,O,O,0
19,10,Phong,Np,O,O,0
19,11,trào,V,O,O,0
19,12,Chữ,N,O,O,0
19,13,thập,N,O,O,0
19,14,Đỏ,A,O,LOC,1
19,15,-,F,O,LOC,1
19,16,Trăng,Np,O,LOC,1
19,17,lưỡi,N,O,LOC,1
19,18,liềm,N,O,LOC,1
19,19,Đỏ,A,O,LOC,1
19,20,quốc,N,O,O,0
19,21,tế,V,O,O,0
19,22,khu,N,O,O,0
19,23,vực,N,O,O,0
19,24,Đông,Np,LOC,LOC,0
19,25,Nam,Np,LOC,LOC,0
19,26,Á,Np,LOC,LOC,0
19,27,có,V,O,O,0
19,28,ý,N,O,O,0
19,29,nghĩa,N,O,O,0
19,30,quan,N,O,O,0
19,31,trọng,V,O,O,0
19,32,đối,V,O,O,0
19,33,với,N,O,O,0
19,34,sự,N,O,O,0
19,35,phát,V,O,O,0
19,36,triển,N,O,O,0
19,37,và,C,O,O,0
19,38,lớn,A,O,O,0
19,39,mạnh,A,O,O,0
19,40,của,N,O,O,0
19,41,Hội,N,ORG,ORG,0
19,42,Chữ,N,ORG,ORG,0
19,43,thập,N,ORG,ORG,0
19,44,Đỏ,A,ORG,ORG,0
19,45,Việt,Np,ORG,ORG,0
19,46,Nam,Np,ORG,ORG,0
19,47,.,F,O,O,0
20,0,“,F,O,O,0
20,1,Tôi,Np,O,O,0
