#sent,#word,word,true_pos,true_ner,predict_ner,is_error
97,18,nội_địa,N,O,O,0
97,19,đang,R,O,O,0
97,20,nổi,R,O,O,0
97,21,ở,V,O,O,0
97,22,Trung_Quốc,Np,B-LOC,B-LOC,0
97,23,đều,R,O,O,0
97,24,có_mặt,V,O,O,0
97,25,ở,V,O,O,0
97,26,chợ,N,O,O,0
97,27,này,P,O,O,0
97,28,.,F,O,O,0
103,0,Bên,N,O,O,0
103,1,trong,A,O,O,0
103,2,khu,N,O,O,0
103,3,nhà_trệt,N,O,O,0
103,4,",",F,O,O,0
103,5,hàng_loạt,N,O,O,0
103,6,các,L,O,O,0
103,7,panô,N,O,O,0
103,8,hào_nhoáng,A,O,O,0
103,9,treo,V,O,O,0
103,10,phía,N,O,O,0
103,11,cao,A,O,O,0
103,12,trên,A,O,O,0
103,13,tường,N,O,O,0
103,14,",",F,O,O,0
103,15,liệt_kê,V,O,O,0
103,16,đầy_đủ,A,O,O,0
103,17,các,L,O,O,0
103,18,thương_hiệu,N,O,O,0
103,19,thời_trang,N,O,O,0
103,20,nổi_tiếng,A,O,O,0
103,21,",",F,O,O,0
103,22,từ,N,O,O,0
103,23,Louis,Np,B-ORG,B-LOC,1
103,24,Vuitton,Np,I-ORG,I-LOC,1
103,25,",",F,O,O,0
103,26,Gucci,Np,B-ORG,B-ORG,0
103,27,",",F,O,O,0
103,28,Burberry,Np,B-ORG,B-LOC,1
103,29,...,F,O,O,0
103,30,đến,V,O,O,0
103,31,Versace,Np,B-ORG,B-LOC,1
103,32,",",F,O,O,0
103,33,Prada,Np,B-ORG,B-LOC,1
103,34,",",F,O,O,0
103,35,CK,Np,B-ORG,O,1
103,36,...,F,O,O,0
111,0,Tôi,Np,O,O,0
111,1,lẻn,N,O,O,0
111,2,vào,V,O,O,0
111,3,một,M,O,O,0
111,4,gian_hàng,N,O,O,0
111,5,trưng,V,O,O,0
111,6,nhãn,N,O,O,0
111,7,Joyce,Np,B-ORG,B-LOC,1
111,8,vì,E,O,O,0
111,9,trông,V,O,O,0
111,10,thấy,V,O,O,0
111,11,hai,M,O,O,0
111,12,người,N,O,O,0
111,13,nước_ngoài,N,O,O,0
111,14,đang,R,O,O,0
111,15,xem,V,O,O,0
111,16,mẫu,N,O,O,0
111,17,.,F,O,O,0
118,0,Tôi,Np,O,O,0
118,1,hơi,N,O,O,0
118,2,ngạc_nhiên,V,O,O,0
118,3,khi,N,O,O,0
118,4,thấy,V,O,O,0
118,5,toàn_bộ,N,O,O,0
118,6,hộp,N,O,O,0
118,7,mà,C,O,O,0
118,8,hai,M,O,O,0
118,9,vị,N,O,O,0
118,10,khách,N,O,O,0
118,11,chọn,V,O,O,0
118,12,mua,V,O,O,0
118,13,đều,R,O,O,0
118,14,không,R,O,O,0
118,15,đóng,V,O,O,0
118,16,mác,N,O,O,0
118,17,Joyce,Np,B-ORG,B-LOC,1
118,18,",",F,O,O,0
118,19,nhưng,C,O,O,0
118,20,vỡ_lẽ,V,O,O,0
118,21,khi,N,O,O,0
118,22,gặp,V,O,O,0
118,23,lại,R,O,O,0
118,24,hai,M,O,O,0
118,25,vị,N,O,O,0
118,26,khách,N,O,O,0
118,27,dưới,A,O,O,0
118,28,tầng,N,O,O,0
118,29,trệt,N,O,O,0
118,30,",",F,O,O,0
118,31,nơi,N,O,O,0
118,32,có,V,O,O,0
118,33,một,M,O,O,0
118,34,gian_hàng,N,O,O,0
118,35,đặc_biệt,A,O,O,0
118,36,:,F,O,O,0
118,37,chuyên,A,O,O,0
118,38,cung_cấp,V,O,O,0
118,39,logo,N,O,O,0
118,40,",",F,O,O,0
118,41,dấu,N,O,O,0
118,42,cho,V,O,O,0
118,43,mọi,L,O,O,0
118,44,nhãn_hiệu,N,O,O,0
118,45,",",F,O,O,0
118,46,có_thể,R,O,O,0
118,47,“,F,O,O,0
118,48,cộp,V,O,O,0
118,49,”,F,O,O,0
118,50,lên,V,O,O,0
118,51,dù,C,O,O,0
118,52,món,N,O,O,0
118,53,hàng,N,O,O,0
118,54,làm,V,O,O,0
118,55,bằng,A,O,O,0
118,56,bất_kỳ,A,O,O,0
118,57,nguyên_liệu,N,O,O,0
118,58,nào,R,O,O,0
118,59,!,F,O,O,0
121,0,Chọn,V,O,O,0
121,1,gian_hàng,N,O,O,0
121,2,hiệu,N,O,O,0
121,3,Charriol,Np,O,B-ORG,1
121,4,của,N,O,O,0
121,5,Geneva,Np,B-ORG,B-LOC,1
121,6,",",F,O,O,0
121,7,tôi,V,O,O,0
121,8,đề_nghị,V,O,O,0
121,9,cô,N,O,O,0
121,10,nhân_viên,N,O,O,0
121,11,bán,V,O,O,0
121,12,hàng,N,O,O,0
121,13,cho,V,O,O,0
121,14,xem,V,O,O,0
121,15,hộp,N,O,O,0
121,16,của,N,O,O,0
121,17,chiếc,N,O,O,0
121,18,thắt_lưng,N,O,O,0
121,19,đang,R,O,O,0
121,20,được,V,O,O,0
121,21,trưng_bày,V,O,O,0
121,22,ở,V,O,O,0
121,23,khu_vực,N,O,O,0
121,24,“,F,O,O,0
121,25,hàng,N,O,O,0
121,26,mới,R,O,O,0
121,27,về,V,O,O,0
121,28,”,F,O,O,0
121,29,",",F,O,O,0
121,30,vì,E,O,O,0
121,31,mẫu,N,O,O,0
121,32,dây,N,O,O,0
121,33,thắt_lưng,N,O,O,0
121,34,chưng,V,O,O,0
121,35,trong,A,O,O,0
121,36,tủ,N,O,O,0
121,37,kính,V,O,O,0
121,38,chẳng,R,O,O,0
121,39,khác,A,O,O,0
121,40,gì,N,O,O,0
121,41,chiếc,N,O,O,0
121,42,thắt_lưng,N,O,O,0
121,43,tôi,V,O,O,0
121,44,đã,R,O,O,0
121,45,xem,V,O,O,0
121,46,trong,A,O,O,0
121,47,gian_hàng,N,O,B-LOC,1
121,48,Charriol,Np,O,I-LOC,1
121,49,ở,V,O,O,0
121,50,...,F,O,O,0
121,51,chợ,N,B-LOC,B-LOC,0
121,52,Kim_Triệu,Np,I-LOC,I-LOC,0
121,53,nên,C,O,O,0
121,54,tôi,V,O,O,0
121,55,muốn,V,O,O,0
121,56,xem,V,O,O,0
121,57,cái,N,O,O,0
121,58,hộp,N,O,O,0
121,59,có,V,O,O,0
121,60,khác,A,O,O,0
121,61,hay,C,O,O,0
121,62,không,R,O,O,0
121,63,.,F,O,O,0
126,0,Vòng,Np,O,O,0
126,1,sang,V,O,O,0
126,2,gian_hàng,N,O,B-LOC,1
126,3,Bonia,Np,B-ORG,I-LOC,1
126,4,",",F,O,O,0
126,5,một,M,O,O,0
126,6,tâm_trạng,N,O,O,0
126,7,rối_bời,V,O,O,0
126,8,lại,R,O,O,0
126,9,xuất_hiện,V,O,O,0
126,10,khi,N,O,O,0
126,11,chiếc,N,O,O,0
126,12,xắc,N,O,O,0
126,13,tay,N,O,O,0
126,14,bảng,N,O,O,0
126,15,giá,N,O,O,0
126,16,ghi,V,O,O,0
126,17,"2,96",M,O,O,0
126,18,triệu,M,O,O,0
126,19,đồng,N,O,O,0
126,20,cũng,R,O,O,0
126,21,chẳng,R,O,O,0
126,22,khác,A,O,O,0
126,23,gì,N,O,O,0
126,24,chiếc,N,O,O,0
126,25,có,V,O,O,0
126,26,giá,N,O,O,0
126,27,170,M,O,O,0
126,28,tệ,A,O,O,0
126,29,(,F,O,O,0
126,30,340.000,M,O,O,0
126,31,đồng,N,O,O,0
126,32,),F,O,O,0
126,33,ở,V,O,O,0
126,34,Quảng_Châu,Np,B-LOC,B-LOC,0
126,35,.,F,O,O,0
128,0,Xem,V,O,O,0
128,1,thêm,V,O,O,0
128,2,một,M,O,O,0
128,3,loạt,N,O,O,0
128,4,các,L,O,O,0
128,5,thương_hiệu,N,O,O,0
128,6,nổi_tiếng,A,O,O,0
128,7,khác,A,O,O,0
128,8,như,C,O,O,0
128,9,Braun_Buffel,Np,B-ORG,B-LOC,1
128,10,",",F,O,O,0
128,11,Guy_Laroche,Np,B-ORG,B-LOC,1
128,12,",",F,O,O,0
128,13,Guess,Np,B-ORG,B-LOC,1
128,14,...,F,O,O,0
128,15,",",F,O,O,0
128,16,hầu_hết,R,O,O,0
128,17,sản_phẩm,N,O,O,0
128,18,túi_xách,N,O,O,0
128,19,",",F,O,O,0
128,20,bóp,N,O,O,0
128,21,",",F,O,O,0
128,22,cặp,N,O,O,0
128,23,đi,V,O,O,0
128,24,làm,V,O,O,0
128,25,...,F,O,O,0
128,26,ở,V,O,O,0
128,27,đây,N,O,O,0
128,28,đều,R,O,O,0
128,29,rất,R,O,O,0
128,30,đắt,A,O,O,0
128,31,",",F,O,O,0
128,32,thấp,A,O,O,0
128,33,nhất,A,O,O,0
128,34,cũng,R,O,O,0
128,35,trên,A,O,O,0
128,36,1,M,O,O,0
128,37,triệu,M,O,O,0
128,38,đồng,N,O,O,0
128,39,/,F,O,O,0
128,40,món,N,O,O,0
128,41,.,F,O,O,0
132,0,Nhóm,Np,O,O,0
132,1,thanh_niên,N,O,O,0
132,2,cưỡi,V,O,O,0
132,3,những,L,O,O,0
132,4,“,F,O,O,0
132,5,con,N,O,O,0
132,6,”,F,O,O,0
132,7,xe,N,O,O,0
132,8,xịn,A,O,O,0
132,9,Jupiter,Np,O,B-LOC,1
132,10,",",F,O,O,0
132,11,Spacy,Np,O,B-LOC,1
132,12,",",F,O,O,0
132,13,Dream,Np,O,B-LOC,1
132,14,...,F,O,O,0
132,15,chậm_rãi,A,O,O,0
132,16,trên,A,O,O,0
132,17,con,N,O,O,0
132,18,đường,N,O,O,0
132,19,làng,N,O,O,0
132,20,rồi,R,O,O,0
132,21,đỗ,V,O,O,0
132,22,xịch,A,O,O,0
132,23,trước,A,O,O,0
132,24,ngôi,N,O,O,0
132,25,nhà,N,O,O,0
132,26,ba,N,O,O,0
132,27,tầng,N,O,O,0
132,28,treo,V,O,O,0
132,29,biển,N,O,O,0
132,30,“,F,O,O,0
132,31,Cà_phê,N,O,O,0
132,32,Internet,N,O,B-ORG,1
132,33,Trang,Np,B-PER,I-ORG,1
132,34,Nhung,Np,I-PER,I-ORG,1
132,35,”,F,O,O,0
132,36,ngay,R,O,O,0
132,37,đầu,N,O,O,0
132,38,chợ,N,B-LOC,B-LOC,0
132,39,Cương_Gián,Np,I-LOC,I-LOC,0
132,40,.,F,O,O,0
135,0,“,F,O,O,0
135,1,Làng,N,O,B-LOC,1
135,2,Hàn_Quốc,Np,B-LOC,I-LOC,1
135,3,”,F,O,O,0
136,0,Đó,Np,O,O,0
136,1,là,V,O,O,0
136,2,cách,N,O,O,0
136,3,gọi,V,O,O,0
136,4,trân_trọng,V,O,O,0
136,5,",",F,O,O,0
136,6,đầy,A,O,O,0
136,7,thán_phục,V,O,O,0
136,8,của,N,O,O,0
136,9,người,N,O,O,0
136,10,dân,N,O,O,0
136,11,Hà_Tĩnh,Np,B-LOC,B-LOC,0
136,12,và,C,O,O,0
136,13,cả,T,O,O,0
136,14,Nghệ_An,Np,B-LOC,B-LOC,0
136,15,dành,V,O,O,0
136,16,cho,V,O,O,0
136,17,Cương_Gián,Np,B-LOC,B-LOC,0
136,18,(,F,O,O,0
136,19,huyện,N,B-LOC,B-LOC,0
136,20,Nghi_Xuân,Np,B-LOC,I-LOC,1
136,21,",",F,O,O,0
136,22,Hà_Tĩnh,Np,B-LOC,B-LOC,0
136,23,),F,O,O,0
136,24,",",F,O,O,0
136,25,một,M,O,O,0
136,26,xã,N,O,O,0
136,27,nằm,V,O,O,0
136,28,ngay,R,O,O,0
136,29,dưới,A,O,O,0
136,30,chân,N,O,O,0
136,31,dãy,N,O,O,0
136,32,núi,N,B-LOC,B-LOC,0
136,33,Hồng_Lĩnh,Np,I-LOC,I-LOC,0
136,34,.,F,O,O,0
137,0,Cương_Gián,Np,B-LOC,O,1
137,1,7,M,O,O,0
137,2,-,F,O,O,0
137,3,8,M,O,O,0
137,4,năm,N,O,O,0
137,5,về,V,O,O,0
137,6,trước,A,O,O,0
137,7,vẫn,R,O,O,0
137,8,nằm,V,O,O,0
137,9,trong,A,O,O,0
137,10,diện,V,O,O,0
137,11,đặc_biệt,A,O,O,0
137,12,khó_khăn,A,O,O,0
137,13,với,N,O,O,0
137,14,trên,A,O,O,0
137,15,45,M,O,O,0
137,16,%,F,O,O,0
137,17,hộ,N,O,O,0
137,18,nghèo,A,O,O,0
137,19,.,F,O,O,0
141,0,Từ,Np,O,O,0
141,1,1995,M,O,O,0
141,2,đến,V,O,O,0
141,3,nay,N,O,O,0
141,4,",",F,O,O,0
141,5,đã,R,O,O,0
141,6,có,V,O,O,0
141,7,trên,A,O,O,0
141,8,4.000,M,O,O,0
141,9,lượt,N,O,O,0
141,10,người,N,O,B-MISC,1
141,11,Cương_Gián,Np,B-LOC,I-MISC,1
141,12,đi,V,O,O,0
141,13,XKLĐ,V,O,O,0
141,14,",",F,O,O,0
141,15,trong,A,O,O,0
141,16,đó,N,O,O,0
141,17,hơn,A,O,O,0
141,18,30%,M,O,O,0
141,19,là,V,O,O,0
141,20,đi,V,O,O,0
141,21,biển,N,O,O,0
141,22,.,F,O,O,0
142,0,Những,L,O,O,0
142,1,năm,N,O,O,0
142,2,1995,M,O,O,0
142,3,-,F,O,O,0
142,4,2000,M,O,O,0
142,5,",",F,O,O,0
142,6,mỗi,M,O,O,0
142,7,năm,N,O,O,0
142,8,dân,N,O,O,0
142,9,đi,V,O,O,0
142,10,làm_việc,V,O,O,0
142,11,ở,V,O,O,0
142,12,nước_ngoài,N,O,O,0
142,13,chuyển,V,O,O,0
142,14,về,V,O,O,0
142,15,xã,N,O,B-LOC,1
142,16,38,M,O,I-LOC,1
142,17,-,F,O,O,0
142,18,40,M,O,O,0
142,19,tỉ,V,O,O,0
142,20,đồng,N,O,O,0
142,21,.,F,O,O,0
145,0,Thu_nhập,N,O,O,0
145,1,bình_quân,A,O,O,0
145,2,đầu,N,O,O,0
145,3,người,N,O,O,0
145,4,của,N,O,O,0
145,5,Cương_Gián,Np,B-LOC,O,1
145,6,năm,N,O,O,0
145,7,2004,M,O,O,0
145,8,là,V,O,O,0
145,9,"6,5",M,O,O,0
145,10,triệu,M,O,O,0
145,11,đồng,N,O,O,0
145,12,/,F,O,O,0
145,13,người,N,O,O,0
145,14,/,F,O,O,0
145,15,năm,N,O,O,0
145,16,và,C,O,O,0
145,17,dự_kiến,V,O,O,0
145,18,năm,N,O,O,0
145,19,2005,M,O,O,0
145,20,sẽ,R,O,O,0
145,21,là,V,O,O,0
145,22,"7,5",M,O,O,0
145,23,triệu,M,O,O,0
145,24,đồng,N,O,O,0
145,25,...,F,O,O,0
162,0,Đã,R,O,O,0
162,1,hơn,A,O,O,0
162,2,9,M,O,O,0
162,3,giờ,N,O,O,0
162,4,sáng,N,O,O,0
162,5,",",F,O,O,0
162,6,anh,N,O,O,0
162,7,Hồ,Np,B-PER,B-PER,0
162,8,Xuân,Np,I-PER,I-PER,0
162,9,Đức,Np,I-PER,I-PER,0
162,10,(,F,O,O,0
162,11,chồng,N,O,O,0
162,12,chị,N,O,O,0
162,13,Linh,Np,B-PER,B-PER,0
162,14,),F,O,O,0
162,15,vẫn,R,O,O,0
162,16,chưa,R,O,O,0
162,17,ra,V,O,O,0
162,18,khỏi,V,O,O,0
162,19,nhà,N,O,O,0
162,20,",",F,O,O,0
162,21,anh,N,O,O,0
162,22,nằm,V,O,O,0
162,23,vắt_vẻo,A,O,O,0
162,24,trên,A,O,O,0
162,25,ghế,N,O,O,0
162,26,salon,N,O,O,0
162,27,trong,A,O,O,0
162,28,phòng,N,O,O,0
162,29,khách,N,O,O,0
162,30,",",F,O,O,0
162,31,mơ_màng,V,O,O,0
162,32,thưởng_thức,V,O,O,0
162,33,điệu,N,O,O,0
162,34,múa,V,O,O,0
162,35,của,N,O,O,0
162,36,mấy,L,O,O,0
162,37,cô,N,O,O,0
162,38,ca_sĩ,N,O,O,0
162,39,trên,A,O,O,0
162,40,màn_hình,N,O,O,0
162,41,siêu,V,O,O,0
162,42,phẳng,A,O,O,0
162,43,29,M,O,O,0
162,44,inch,N,O,O,0
162,45,cùng,A,O,O,0
162,46,âm_thanh,N,O,O,0
162,47,chát_chúa,A,O,O,0
162,48,từ,N,O,O,0
162,49,bộ_dàn,N,O,O,0
162,50,hiệu,N,O,O,0
162,51,Sony,Np,B-ORG,O,1
162,52,mà,C,O,O,0
162,53,anh,N,O,O,0
162,54,vừa,R,O,O,0
162,55,sắm,V,O,O,0
162,56,.,F,O,O,0
164,0,Dù_vậy,C,O,O,0
164,1,",",F,O,O,0
164,2,trong,A,O,O,0
164,3,ngôi,N,O,O,0
164,4,nhà,N,O,O,0
164,5,",",F,O,O,0
164,6,những,L,O,O,0
164,7,đồ_dùng,N,O,O,0
164,8,thiết_yếu,A,O,O,0
164,9,cho,V,O,O,0
164,10,đôi,M,O,O,0
164,11,vợ_chồng,N,O,O,0
164,12,trẻ,A,O,O,0
164,13,đều,R,O,O,0
164,14,đầy_đủ,A,O,O,0
164,15,và,C,O,O,0
164,16,là,V,O,O,0
164,17,“,F,O,O,0
164,18,hàng,N,O,O,0
164,19,xịn,A,O,O,0
164,20,”,F,O,O,0
164,21,",",F,O,O,0
164,22,từ,N,O,O,0
164,23,chiếc,N,O,O,0
164,24,tủ_lạnh,N,O,O,0
164,25,Samsung,Np,B-ORG,B-LOC,1
164,26,",",F,O,O,0
164,27,tivi,N,O,O,0
164,28,",",F,O,O,0
164,29,đầu_máy,N,O,B-LOC,1
164,30,Sony,Np,B-ORG,I-LOC,1
164,31,",",F,O,O,0
164,32,xe_máy,N,O,B-ORG,1
164,33,Jupiter,Np,O,I-ORG,1
164,34,mới_coóng,A,O,O,0
164,35,...,F,O,O,0
170,0,Ở,Np,O,O,0
170,1,“,F,O,O,0
170,2,làng,N,O,B-LOC,1
170,3,Hàn_Quốc,Np,B-LOC,I-LOC,1
170,4,”,F,O,O,0
170,5,",",F,O,O,0
170,6,nhà,N,O,O,0
170,7,đẹp,A,O,O,0
170,8,và,C,O,O,0
170,9,hoành_tráng,A,O,O,0
170,10,nhất,A,O,O,0
170,11,phải,V,O,O,0
170,12,kể,V,O,O,0
170,13,đến,V,O,O,0
170,14,nhà,N,O,O,0
170,15,của,N,O,O,0
170,16,cựu,A,O,O,0
170,17,thuyền_viên,N,O,O,0
170,18,Nguyễn,Np,B-PER,B-PER,0
170,19,Xuân,Np,I-PER,I-PER,0
170,20,Việt,Np,I-PER,I-PER,0
170,21,ngay,R,O,O,0
170,22,đầu,N,O,O,0
170,23,lối,N,O,O,0
170,24,vào,V,O,O,0
170,25,thôn,N,B-LOC,B-LOC,0
170,26,Cầu_Đá,Np,I-LOC,I-LOC,0
170,27,.,F,O,O,0
171,0,Sau,Np,O,O,0
171,1,mấy,L,O,O,0
171,2,chuyến,N,O,O,0
171,3,đi,V,O,O,0
171,4,biển,N,O,O,0
171,5,biền_biệt,A,O,O,0
171,6,hàng,N,O,O,0
171,7,chục,V,O,O,0
171,8,tháng,N,O,O,0
171,9,trời,N,O,O,0
171,10,",",F,O,O,0
171,11,lần,N,O,O,0
171,12,nào,R,O,O,0
171,13,Việt,Np,B-PER,B-LOC,1
171,14,cũng,R,O,O,0
171,15,mang,V,O,O,0
171,16,về,V,O,O,0
171,17,vài,L,O,O,0
171,18,chục,V,O,O,0
171,19,“,F,O,O,0
171,20,tờ,N,O,O,0
171,21,”,F,O,O,0
171,22,.,F,O,O,0
172,0,Còn,R,O,O,0
172,1,năm,N,O,O,0
172,2,nay,N,O,O,0
172,3,trở_về,V,O,O,0
172,4,sau,A,O,O,0
172,5,chuyến,N,O,O,0
172,6,đi,V,O,O,0
172,7,biển,N,O,O,0
172,8,thứ,N,O,O,0
172,9,tư,A,O,O,0
172,10,",",F,O,O,0
172,11,anh,N,O,O,0
172,12,bù_đắp,V,O,O,0
172,13,cho,V,O,O,0
172,14,cô,N,O,O,0
172,15,vợ,N,O,O,0
172,16,đang,R,O,O,0
172,17,mang,V,O,O,0
172,18,bầu,N,O,O,0
172,19,một,M,O,O,0
172,20,ngôi,N,O,O,0
172,21,nhà,N,O,O,0
172,22,hai,M,O,O,0
172,23,tầng,N,O,O,0
172,24,xây,V,O,O,0
172,25,gần,A,O,O,0
172,26,400,M,O,O,0
172,27,triệu,M,O,O,0
172,28,đồng,N,O,O,0
172,29,với,N,O,O,0
172,30,bao_nhiêu,N,O,O,0
172,31,là,V,O,O,0
172,32,tiện_nghi,N,O,O,0
172,33,đắt,A,O,O,0
172,34,tiền,N,O,O,0
172,35,",",F,O,O,0
172,36,trong,A,O,O,0
172,37,phòng,N,O,O,0
172,38,khách,N,O,O,0
172,39,có,V,O,O,0
172,40,hẳn,R,O,O,0
172,41,dàn,N,O,O,0
172,42,karaoke,N,O,O,0
172,43,",",F,O,O,0
172,44,tivi,N,O,O,0
172,45,Panasonic,Np,B-ORG,B-LOC,1
172,46,màn_hình,N,O,O,0
172,47,phẳng,A,O,O,0
172,48,như,C,O,O,0
172,49,tờ,N,O,O,0
172,50,giấy,N,O,O,0
172,51,",",F,O,O,0
172,52,một,M,O,O,0
172,53,bộ,N,O,O,0
172,54,salon,N,O,O,0
172,55,bằng,A,O,O,0
172,56,gỗ,N,O,O,0
172,57,to_đùng,A,O,O,0
172,58,bóng_lộn,A,O,O,0
172,59,dưới,A,O,O,0
172,60,ánh_sáng,N,O,O,0
172,61,từ,N,O,O,0
172,62,chùm,N,O,O,0
172,63,đèn,N,O,O,0
172,64,treo,V,O,O,0
172,65,trên,A,O,O,0
172,66,trần,A,O,O,0
172,67,...,F,O,O,0
173,0,“,F,O,O,0
173,1,Chỉ,R,O,O,0
173,2,riêng,A,O,O,0
173,3,tiền,N,O,O,0
173,4,gỗ,N,O,O,0
173,5,cho,V,O,O,0
173,6,các,L,O,O,0
173,7,bộ,N,O,O,0
173,8,cửa,N,O,O,0
173,9,đã,R,O,O,0
173,10,mất,V,O,O,0
173,11,đứt,V,O,O,0
173,12,hơn,A,O,O,0
173,13,100,M,O,O,0
173,14,triệu,M,O,O,0
173,15,",",F,O,O,0
173,16,còn,R,O,O,0
173,17,mấy,L,O,O,0
173,18,thứ,N,O,O,0
173,19,này,P,O,O,0
173,20,cũng,R,O,O,0
173,21,vừa,R,O,O,0
173,22,lên,V,O,O,0
173,23,Vinh,Np,B-LOC,B-PER,1
173,24,mua,V,O,O,0
173,25,về,V,O,O,0
173,26,đấy,N,O,O,0
173,27,”,F,O,O,0
173,28,-,F,O,O,0
173,29,Việt,Np,B-PER,B-PER,0
173,30,nói,V,O,O,0
173,31,với,N,O,O,0
173,32,vẻ,N,O,O,0
173,33,hãnh_diện,V,O,O,0
173,34,.,F,O,O,0
174,0,Có,V,O,O,0
174,1,tiền,N,O,O,0
174,2,",",F,O,O,0
174,3,Việt,Np,B-PER,B-LOC,1
174,4,mua,V,O,O,0
174,5,hẳn,R,O,O,0
174,6,cho,V,O,O,0
174,7,em_trai,N,O,O,0
174,8,một,M,O,O,0
174,9,chiếc,N,O,O,0
174,10,xe,N,O,O,0
174,11,công_nông,N,O,O,0
174,12,đi,V,O,O,0
174,13,chở,V,O,O,0
174,14,vật_liệu,N,O,O,0
174,15,xây_dựng,V,O,O,0
174,16,cho,V,O,O,0
174,17,hàng,N,O,O,0
174,18,chục,V,O,O,0
174,19,căn,N,O,O,0
174,20,nhà,N,O,O,0
174,21,đang,R,O,O,0
174,22,xây,V,O,O,0
174,23,mới,R,O,O,0
174,24,trong,A,O,O,0
174,25,thôn,N,O,O,0
174,26,.,F,O,O,0
177,0,Nhìn,V,O,O,0
177,1,cơ_ngơi,N,O,O,0
177,2,khá_giả,A,O,O,0
177,3,của,N,O,O,0
177,4,cả,T,O,O,0
177,5,xã,N,O,O,0
177,6,",",F,O,O,0
