#sent,#word,word,true_pos,true_ner,predict_ner,is_error
3,37,mạnh,A,O,O,0
3,38,mẽ,N,O,O,0
3,39,vào,V,O,O,0
3,40,camera,N,O,O,0
3,41,.,F,O,O,0
3,42,Apple,Np,ORGANIZATION,ORGANIZATION,0
3,43,còn,R,O,O,0
3,44,một,M,O,O,0
3,45,``,N,O,O,0
3,46,nhân,V,O,O,0
3,47,tố,N,O,O,0
3,48,bí,A,O,O,0
3,49,ẩn,V,O,O,0
3,50,'',N,O,O,0
3,51,iPhone,N,PRODUCT,PRODUCT,0
3,52,X,Np,PRODUCT,PRODUCT,0
3,53,sản,N,O,O,0
3,54,phẩm,N,O,O,0
3,55,đặc,A,O,O,0
3,56,biệt,A,O,O,0
3,57,kết,V,O,O,0
3,58,tinh,N,O,O,0
3,59,mọi,L,O,O,0
3,60,tinh,N,O,O,0
3,61,hoa,N,O,O,0
3,62,của,N,O,O,0
3,63,hãng,N,O,O,0
3,64,tính,V,O,O,0
3,65,tới,V,O,O,0
3,66,thời,N,O,O,0
3,67,điểm,N,O,O,0
3,68,hiện,N,O,O,0
3,69,tại,N,O,O,0
3,70,.,F,O,O,0
3,71,Liệu,V,O,O,0
3,72,sẽ,R,O,O,0
3,73,xảy,V,O,O,0
3,74,ra,V,O,O,0
3,75,trường,N,O,O,0
3,76,hợp,A,O,O,0
3,77,bộ,N,O,O,0
3,78,tam,N,O,O,0
3,79,iPhone,N,ORGANIZATION,PRODUCT,1
3,80,mới,R,O,O,0
3,81,chia,V,O,O,0
3,82,nhau,N,O,O,0
3,83,ba,N,O,O,0
3,84,vị,N,O,O,0
3,85,trí,N,O,O,0
3,86,dẫn,V,O,O,0
3,87,đầu,N,O,O,0
3,88,trên,A,O,O,0
3,89,bảng,N,O,O,0
3,90,xếp,V,O,O,0
3,91,hạng,N,O,O,0
3,92,?,F,O,O,0
3,93,.,F,O,O,0
5,0,Nga,Np,LOCATION,LOCATION,0
5,1,phủ,V,O,O,0
5,2,nhận,V,O,O,0
5,3,liên,N,O,O,0
5,4,quan,N,O,O,0
5,5,tới,V,O,O,0
5,6,các,L,O,O,0
5,7,quảng,N,O,O,0
5,8,cáo,N,O,O,0
5,9,trên,A,O,O,0
5,10,Facebook,Np,O,PRODUCT,1
5,11,tác,N,O,O,0
5,12,động,N,O,O,0
5,13,bầu,N,O,O,0
5,14,cử,V,O,O,0
5,15,Mỹ,Np,LOCATION,LOCATION,0
5,16,.,F,O,O,0
6,0,Điện,N,LOCATION,LOCATION,0
6,1,Kremlin,Np,LOCATION,LOCATION,0
6,2,ngày,N,O,O,0
6,3,22/9,M,DATETIME,DATETIME,0
6,4,tuyên,V,O,O,0
6,5,bố,N,O,O,0
6,6,không,R,O,O,0
6,7,liên,N,O,O,0
6,8,quan,N,O,O,0
6,9,đến,V,O,O,0
6,10,những,L,O,O,0
6,11,quảng,N,O,O,0
6,12,cáo,N,O,O,0
6,13,trên,A,O,O,0
6,14,mạng,N,O,O,0
6,15,xã,N,O,O,0
6,16,hội,N,O,O,0
6,17,Facebook,Np,O,PRODUCT,1
6,18,được,V,O,O,0
6,19,cho,V,O,O,0
6,20,là,V,O,O,0
6,21,đã,R,O,O,0
6,22,tác,N,O,O,0
6,23,động,N,O,O,0
6,24,tới,V,O,O,0
6,25,cuộc,N,O,O,0
6,26,bầu,N,O,O,0
6,27,cử,V,O,O,0
6,28,tổng,N,O,O,0
6,29,thống,N,O,O,0
6,30,Mỹ,Np,O,LOCATION,1
6,31,hồi,N,O,O,0
6,32,năm,N,O,O,0
6,33,ngoái,N,O,O,0
6,34,.,F,O,O,0
7,0,Phát,Np,O,O,0
7,1,biểu,N,O,O,0
7,2,với,N,O,O,0
7,3,báo,V,O,O,0
7,4,giới,N,O,O,0
7,5,",",F,O,O,0
7,6,người,N,O,O,0
7,7,phát,V,O,O,0
7,8,ngôn,N,O,O,0
7,9,Điện,N,LOCATION,LOCATION,0
7,10,Kremlin,Np,LOCATION,LOCATION,0
7,11,Dmitry,Np,PERSON,LOCATION,1
7,12,Peskov,Np,PERSON,LOCATION,1
7,13,nêu,V,O,O,0
7,14,rõ,A,O,O,0
7,15,Nga,Np,LOCATION,LOCATION,0
7,16,không,R,O,O,0
7,17,biết,V,O,O,0
7,18,ai,N,O,O,0
7,19,đã,R,O,O,0
7,20,đăng,V,O,O,0
7,21,quảng,N,O,O,0
7,22,cáo,N,O,O,0
7,23,lên,V,O,O,0
7,24,Facebook,Np,O,O,0
7,25,và,C,O,O,0
7,26,bằng,A,O,O,0
7,27,cách,N,O,O,0
7,28,nào,R,O,O,0
7,29,.,F,O,O,0
7,30,Nga,Np,LOCATION,LOCATION,0
7,31,chưa,R,O,O,0
7,32,bao,N,O,O,0
7,33,giờ,N,O,O,0
7,34,làm,V,O,O,0
7,35,điều,N,O,O,0
7,36,này,P,O,O,0
7,37,và,C,O,O,0
7,38,Moskva,Np,LOCATION,LOCATION,0
7,39,không,R,O,O,0
7,40,liên,N,O,O,0
7,41,quan,N,O,O,0
7,42,gì,N,O,O,0
7,43,đến,V,O,O,0
7,44,việc,N,O,O,0
7,45,này,P,O,O,0
7,46,.,F,O,O,0
8,0,Trước,Np,O,O,0
8,1,đó,N,O,O,0
8,2,",",F,O,O,0
8,3,ngày,N,O,DATETIME,1
8,4,21/9,M,O,DATETIME,1
8,5,",",F,O,O,0
8,6,Giám,Np,O,PERSONTYPE,1
8,7,đốc,N,O,PERSONTYPE,1
8,8,điều,N,O,PERSONTYPE,1
8,9,hành,V,O,PERSONTYPE,1
8,10,(,F,O,O,0
8,11,CEO,Np,O,O,0
8,12,),F,O,O,0
8,13,Facebook,Np,O,O,0
8,14,Mark,Np,O,PERSON,1
8,15,Zuckerberg,Np,O,PERSON,1
8,16,khẳng,N,O,O,0
8,17,định,V,O,O,0
8,18,sự,N,O,O,0
8,19,ủng,N,O,O,0
8,20,hộ,N,O,O,0
8,21,đối,V,O,O,0
8,22,với,N,O,O,0
8,23,cuộc,N,O,O,0
8,24,điều,N,O,O,0
8,25,tra,V,O,O,0
8,26,của,N,O,O,0
8,27,Quốc,Np,O,ORGANIZATION,1
8,28,hội,N,O,ORGANIZATION,1
8,29,Mỹ,Np,O,ORGANIZATION,1
8,30,liên,N,O,O,0
8,31,quan,N,O,O,0
8,32,cáo,N,O,O,0
8,33,buộc,V,O,O,0
8,34,Nga,Np,O,LOCATION,1
8,35,can,N,O,O,0
8,36,thiệp,A,O,O,0
8,37,cuộc,N,O,O,0
8,38,bầu,N,O,O,0
8,39,cử,V,O,O,0
8,40,tổng,N,O,O,0
8,41,thống,N,O,O,0
8,42,Mỹ,Np,O,LOCATION,1
8,43,2016,M,O,DATETIME,1
8,44,",",F,O,O,0
8,45,điều,N,O,O,0
8,46,mà,C,O,O,0
8,47,Moskva,Np,O,PERSON,1
8,48,luôn,R,O,O,0
8,49,bác,N,O,O,0
8,50,bỏ,V,O,O,0
8,51,.,F,O,O,0
10,0,Hồi,N,O,O,0
10,1,đầu,N,O,O,0
10,2,tháng,N,O,O,0
10,3,này,P,O,O,0
10,4,",",F,O,O,0
10,5,Facebook,Np,O,O,0
10,6,cho,V,O,O,0
10,7,biết,V,O,O,0
10,8,khoảng,N,O,O,0
10,9,470,M,O,O,0
10,10,tài,N,O,O,0
10,11,khoản,N,O,O,0
10,12,giả,A,O,O,0
10,13,mạo,N,O,O,0
10,14,được,V,O,O,0
10,15,cho,V,O,O,0
10,16,là,V,O,O,0
10,17,có,V,O,O,0
10,18,liên,N,O,O,0
10,19,quan,N,O,O,0
10,20,tới,V,O,O,0
10,21,Nga,Np,LOCATION,LOCATION,0
10,22,đã,R,O,O,0
10,23,chi,V,O,O,0
10,24,khoảng,N,O,O,0
10,25,100.000,M,O,QUANTITY,1
10,26,USD,Nu,O,QUANTITY,1
10,27,trong,A,O,O,0
10,28,thời,N,O,O,0
10,29,gian,N,O,O,0
10,30,từ,N,O,O,0
10,31,tháng,N,O,DATETIME,1
10,32,6/2015,M,O,DATETIME,1
10,33,đến,V,O,O,0
10,34,tháng,N,O,DATETIME,1
10,35,5/2017,M,O,DATETIME,1
10,36,cho,V,O,O,0
10,37,những,L,O,O,0
10,38,quảng,N,O,O,0
10,39,cáo,N,O,O,0
10,40,các,L,O,O,0
10,41,quan,N,O,O,0
10,42,điểm,N,O,O,0
10,43,giả,A,O,O,0
10,44,mạo,N,O,O,0
10,45,hoặc,C,O,O,0
10,46,sai,A,O,O,0
10,47,lệch,N,O,O,0
10,48,",",F,O,O,0
10,49,và,C,O,O,0
10,50,lợi,N,O,O,0
10,51,dụng,V,O,O,0
10,52,các,L,O,O,0
10,53,chủ,N,O,O,0
10,54,đề,N,O,O,0
10,55,chính,A,O,O,0
10,56,trị,V,O,O,0
10,57,và,C,O,O,0
10,58,xã,N,O,O,0
10,59,hội,N,O,O,0
10,60,gây,V,O,O,0
10,61,chia,V,O,O,0
10,62,rẽ,V,O,O,0
10,63,như,C,O,O,0
10,64,chủng,N,O,O,0
10,65,tộc,N,O,O,0
10,66,",",F,O,O,0
10,67,quyền,N,O,O,0
10,68,của,N,O,O,0
10,69,người,N,O,O,0
10,70,đồng,N,O,O,0
10,71,tính,V,O,O,0
10,72,và,C,O,O,0
10,73,nhập,V,O,O,0
10,74,cư,V,O,O,0
10,75,.,F,O,O,0
11,0,Thời,N,O,O,0
11,1,gian,N,O,O,0
11,2,gần,A,O,O,0
11,3,đây,N,O,O,0
11,4,",",F,O,O,0
11,5,quan,N,O,O,0
11,6,hệ,N,O,O,0
11,7,Nga,Np,LOCATION,LOCATION,0
11,8,Mỹ,Np,LOCATION,LOCATION,0
11,9,xuống,V,O,O,0
11,10,cấp,N,O,O,0
11,11,nghiêm,N,O,O,0
11,12,trọng,V,O,O,0
11,13,do,N,O,O,0
11,14,quan,N,O,O,0
11,15,điểm,N,O,O,0
11,16,khác,A,O,O,0
11,17,biệt,A,O,O,0
11,18,trong,A,O,O,0
11,19,nhiều,A,O,O,0
11,20,vấn,V,O,O,0
11,21,đề,N,O,O,0
11,22,",",F,O,O,0
11,23,bao,N,O,O,0
11,24,gồm,V,O,O,0
11,25,việc,N,O,O,0
11,26,Mỹ,Np,LOCATION,LOCATION,0
11,27,cáo,N,O,O,0
11,28,buộc,V,O,O,0
11,29,Nga,Np,LOCATION,LOCATION,0
11,30,can,N,O,O,0
11,31,thiệp,A,O,O,0
11,32,vào,V,O,O,0
11,33,cuộc,N,O,O,0
11,34,bầu,N,O,O,0
11,35,cử,V,O,O,0
11,36,tổng,N,O,O,0
11,37,thống,N,O,O,0
11,38,năm,N,O,DATETIME,1
11,39,2016,M,O,DATETIME,1
11,40,với,N,O,O,0
11,41,kết,V,O,O,0
11,42,quả,N,O,O,0
11,43,ông,N,O,O,0
11,44,Trump,Np,PERSON,PERSON,0
11,45,thắng,V,O,O,0
11,46,cử,V,O,O,0
11,47,.,F,O,O,0
12,0,Nga,Np,LOCATION,LOCATION,0
12,1,luôn,R,O,O,0
12,2,kịch,N,O,O,0
12,3,liệt,A,O,O,0
12,4,bác,N,O,O,0
12,5,bỏ,V,O,O,0
12,6,cáo,N,O,O,0
12,7,buộc,V,O,O,0
12,8,này,P,O,O,0
12,9,.,F,O,O,0
12,10,Hồi,N,O,O,0
12,11,đầu,N,O,O,0
12,12,tháng,N,O,O,0
12,13,trước,A,O,O,0
12,14,",",F,O,O,0
12,15,Tổng,Np,O,O,0
12,16,thống,N,O,O,0
12,17,Mỹ,Np,LOCATION,LOCATION,0
12,18,Donald,Np,PERSON,PERSON,0
12,19,Trump,Np,PERSON,PERSON,0
12,20,đã,R,O,O,0
12,21,miễn,V,O,O,0
12,22,cưỡng,V,O,O,0
12,23,ký,V,O,O,0
12,24,ban,N,O,O,0
12,25,hành,V,O,O,0
12,26,luật,N,O,O,0
12,27,áp,V,O,O,0
12,28,đặt,V,O,O,0
12,29,các,L,O,O,0
12,30,lệnh,N,O,O,0
12,31,trừng,V,O,O,0
12,32,phạt,V,O,O,0
12,33,mới,R,O,O,0
12,34,nhằm,V,O,O,0
12,35,vào,V,O,O,0
12,36,Nga,Np,LOCATION,LOCATION,0
12,37,song,N,O,O,0
12,38,khẳng,N,O,O,0
12,39,định,V,O,O,0
12,40,luật,N,O,O,0
12,41,này,P,O,O,0
12,42,sai,A,O,O,0
12,43,lầm,V,O,O,0
12,44,nghiêm,N,O,O,0
12,45,trọng,V,O,O,0
12,46,.,F,O,O,0
12,47,Moskva,Np,LOCATION,O,1
12,48,coi,V,O,O,0
12,49,đây,N,O,O,0
12,50,là,V,O,O,0
12,51,hành,V,O,O,0
12,52,động,N,O,O,0
12,53,khơi,N,O,O,0
12,54,mào,N,O,O,0
12,55,cho,V,O,O,0
12,56,một,M,O,O,0
12,57,cuộc,N,O,O,0
12,58,chiến,V,O,O,0
12,59,thương,V,O,O,0
12,60,mại,N,O,O,0
12,61,toàn,R,O,O,0
12,62,diện,V,O,O,0
12,63,với,N,O,O,0
12,64,Mỹ,Np,LOCATION,LOCATION,0
12,65,/,F,O,O,0
12,66,.,F,O,O,0
14,0,Real,Np,ORGANIZATION,ORGANIZATION,0
14,1,Madrid,Np,ORGANIZATION,ORGANIZATION,0
14,2,đã,R,O,O,0
14,3,khởi,V,O,O,0
14,4,đầu,N,O,O,0
14,5,mùa,N,O,O,0
14,6,giải,N,O,O,0
14,7,theo,V,O,O,0
14,8,cách,N,O,O,0
14,9,không,R,O,O,0
14,10,thể,N,O,O,0
14,11,tệ,A,O,O,0
14,12,hơn,A,O,O,0
14,13,.,F,O,O,0
14,14,Điều,N,O,O,0
14,15,gì,N,O,O,0
14,16,đã,R,O,O,0
14,17,khiến,V,O,O,0
14,18,Los,Np,O,ORGANIZATION,1
14,19,Blancos,Np,O,ORGANIZATION,1
14,20,bất,N,O,O,0
14,21,ngờ,V,O,O,0
14,22,“,F,O,O,0
14,23,tuột,V,O,O,0
14,24,xích,V,O,O,0
14,25,”,F,O,O,0
14,26,dù,C,O,O,0
14,27,đã,R,O,O,0
14,28,thi,V,O,O,0
14,29,đấu,V,O,O,0
14,30,thăng,V,O,O,0
14,31,hoa,N,O,O,0
14,32,trong,A,O,O,0
14,33,những,L,O,O,0
14,34,mùa,N,O,O,0
14,35,giải,N,O,O,0
14,36,trở,V,O,O,0
14,37,lại,R,O,O,0
14,38,đây,N,O,O,0
14,39,.,F,O,O,0
15,0,Qua,V,O,O,0
15,1,5,M,O,QUANTITY,1
15,2,vòng,N,O,O,0
15,3,đấu,V,O,O,0
15,4,",",F,O,O,0
15,5,Real,Np,ORGANIZATION,ORGANIZATION,0
15,6,Madrid,Np,ORGANIZATION,ORGANIZATION,0
15,7,mới,R,O,O,0
15,8,ghi,V,O,O,0
15,9,được,V,O,O,0
15,10,9,M,O,QUANTITY,1
15,11,bàn,N,O,O,0
15,12,thắng,V,O,O,0
15,13,",",F,O,O,0
15,14,tức,V,O,O,0
15,15,chỉ,R,O,O,0
15,16,ngang,A,O,O,0
15,17,thành,V,O,O,0
15,18,tích,V,O,O,0
15,19,cá,N,O,O,0
15,20,nhân,V,O,O,0
15,21,của,N,O,O,0
15,22,Messi,Np,PERSON,PERSON,0
15,23,Thực,Np,O,O,0
15,24,chất,N,O,O,0
15,25,",",F,O,O,0
15,26,trong,A,O,O,0
15,27,mỗi,M,O,O,0
15,28,trận,N,O,O,0
15,29,đấu,V,O,O,0
15,30,",",F,O,O,0
15,31,Los,Np,O,ORGANIZATION,1
15,32,Blancos,Np,O,ORGANIZATION,1
15,33,đã,R,O,O,0
15,34,tạo,V,O,O,0
15,35,ra,V,O,O,0
15,36,rất,R,O,O,0
15,37,nhiều,A,O,O,0
15,38,cơ,N,O,O,0
15,39,hội,N,O,O,0
15,40,.,F,O,O,0
15,41,Như,C,O,O,0
15,42,trận,N,O,O,0
15,43,gặp,V,O,O,0
15,44,Real,Np,ORGANIZATION,ORGANIZATION,0
15,45,Betis,Np,ORGANIZATION,ORGANIZATION,0
15,46,vừa,R,O,O,0
15,47,qua,V,O,O,0
15,48,",",F,O,O,0
15,49,họ,N,O,O,0
15,50,đã,R,O,O,0
15,51,tung,V,O,O,0
15,52,ra,V,O,O,0
15,53,tới,V,O,O,0
15,54,27,M,O,QUANTITY,1
15,55,cú,N,O,O,0
15,56,dứt,V,O,O,0
15,57,điểm,N,O,O,0
15,58,nhưng,C,O,O,0
15,59,không,R,O,O,0
15,60,thể,N,O,O,0
15,61,ghi,V,O,O,0
15,62,nổi,R,O,O,0
15,63,1,M,O,QUANTITY,1
15,64,bàn,N,O,O,0
15,65,.,F,O,O,0
17,0,Trung,Np,O,O,0
17,1,bình,N,O,O,0
17,2,mỗi,M,O,O,0
17,3,trận,N,O,O,0
17,4,đấu,V,O,O,0
17,5,",",F,O,O,0
17,6,Real,Np,ORGANIZATION,ORGANIZATION,0
17,7,Madrid,Np,ORGANIZATION,ORGANIZATION,0
17,8,dứt,V,O,O,0
17,9,điểm,N,O,O,0
17,10,tới,V,O,O,0
17,11,"20,2",M,O,QUANTITY,1
17,12,lần,N,O,O,0
17,13,",",F,O,O,0
17,14,cao,A,O,O,0
17,15,hơn,A,O,O,0
17,16,Barcelona,Np,O,ORGANIZATION,1
17,17,rất,R,O,O,0
17,18,nhiều,A,O,O,0
17,19,(,F,O,O,0
17,20,"15,5",M,O,QUANTITY,1
17,21,lần,N,O,O,0
17,22,),F,O,O,0
17,23,.,F,O,O,0
17,24,Có,V,O,O,0
17,25,lẽ,N,O,O,0
17,26,vì,E,O,O,0
17,27,thế,N,O,O,0
17,28,",",F,O,O,0
17,29,HLV,Np,O,PERSONTYPE,1
17,30,Zidane,Np,PERSON,PERSON,0
17,31,phải,V,O,O,0
17,32,thốt,V,O,O,0
17,33,lên,V,O,O,0
17,34,:,F,O,O,0
17,35,“,F,O,O,0
17,36,Real,Np,ORGANIZATION,ORGANIZATION,0
17,37,Madrid,Np,ORGANIZATION,ORGANIZATION,0
17,38,chẳng,R,O,O,0
17,39,có,V,O,O,0
17,40,vấn,V,O,O,0
17,41,đề,N,O,O,0
17,42,gì,N,O,O,0
17,43,cả,T,O,O,0
17,44,.,F,O,O,0
17,45,Chúng,Np,O,O,0
17,46,tôi,V,O,O,0
17,47,thua,V,O,O,0
17,48,bởi,N,O,O,0
17,49,trái,A,O,O,0
17,50,bóng,N,O,O,0
17,51,không,R,O,O,0
17,52,chịu,V,O,O,0
17,53,vào,V,O,O,0
17,54,lưới,N,O,O,0
17,55,thôi,V,O,O,0
17,56,”,F,O,O,0
17,57,.,F,O,O,0
18,0,Việc,N,O,O,0
18,1,được,V,O,O,0
18,2,thi,V,O,O,0
18,3,đấu,V,O,O,0
18,4,ở,V,O,O,0
18,5,sân,N,O,O,0
18,6,nhà,N,O,O,0
18,7,Bernabeu,Np,LOCATION,O,1
18,8,là,V,O,O,0
18,9,lợi,N,O,O,0
18,10,thế,N,O,O,0
18,11,nhưng,C,O,O,0
18,12,nó,N,O,O,0
18,13,cũng,R,O,O,0
18,14,là…,N,O,O,0
18,15,bất,N,O,O,0
18,16,lợi,N,O,O,0
18,17,của,N,O,O,0
18,18,Real,Np,O,ORGANIZATION,1
18,19,Madrid,Np,O,ORGANIZATION,1
18,20,.,F,O,O,0
18,21,Chả,Np,O,O,0
18,22,thế,N,O,O,0
18,23,mà,C,O,O,0
18,24,họ,N,O,O,0
18,25,đã,R,O,O,0
18,26,không,R,O,O,0
18,27,thắng,V,O,O,0
18,28,trong,A,O,O,0
18,29,3,M,O,QUANTITY,1
18,30,trận,N,O,O,0
18,31,đấu,V,O,O,0
18,32,tại,N,O,O,0
18,33,đây,N,O,O,0
18,34,.,F,O,O,0
18,35,Trong,Np,O,O,0
18,36,khi,N,O,O,0
18,37,đó,N,O,O,0
18,38,",",F,O,O,0
18,39,họ,N,O,O,0
18,40,toàn,R,O,O,0
18,41,thắng,V,O,O,0
18,42,2,M,O,QUANTITY,1
18,43,trận,N,O,O,0
18,44,trên,A,O,O,0
18,45,sân,N,O,O,0
18,46,khách,N,O,O,0
18,47,.,F,O,O,0
19,0,Ai,Np,O,O,0
19,1,cũng,R,O,O,0
19,2,hiểu,V,O,O,0
19,3,",",F,O,O,0
19,4,sức,N,O,O,0
19,5,ép,V,O,O,0
19,6,từ,N,O,O,0
19,7,CĐV,Np,O,O,0
19,8,Real,Np,ORGANIZATION,ORGANIZATION,0
19,9,Madrid,Np,ORGANIZATION,ORGANIZATION,0
19,10,tại,N,O,O,0
19,11,Bernabeu,Np,LOCATION,LOCATION,0
19,12,vô,V,O,O,0
19,13,cùng,A,O,O,0
19,14,lớn,A,O,O,0
19,15,.,F,O,O,0
19,16,Những,L,O,O,0
19,17,người,N,O,O,0
19,18,hâm,V,O,O,0
19,19,mộ,N,O,O,0
19,20,luôn,R,O,O,0
19,21,ủng,N,O,O,0
19,22,hộ,N,O,O,0
19,23,Los,Np,O,ORGANIZATION,1
19,24,Blancos,Np,O,ORGANIZATION,1
19,25,tới,V,O,O,0
19,26,mức,N,O,O,0
19,27,cực,A,O,O,0
19,28,đoan,N,O,O,0
19,29,.,F,O,O,0
19,30,Thậm,Np,O,O,0
19,31,chí,N,O,O,0
19,32,",",F,O,O,0
19,33,họ,N,O,O,0
19,34,sẵn,A,O,O,0
19,35,sàng,V,O,O,0
19,36,chửi,V,O,O,0
19,37,rủa,V,O,O,0
19,38,cả,T,O,O,0
19,39,cầu,N,O,O,0
19,40,thủ,V,O,O,0
19,41,nhà,N,O,O,0
19,42,.,F,O,O,0
21,0,Ở,Np,O,O,0
21,1,trận,N,O,O,0
21,2,đấu,V,O,O,0
21,3,với,N,O,O,0
21,4,Real,Np,ORGANIZATION,ORGANIZATION,0
21,5,Betis,Np,ORGANIZATION,ORGANIZATION,0
21,6,HLV,Np,O,PERSONTYPE,1
21,7,Zidane,Np,PERSON,PERSON,0
21,8,đã,R,O,O,0
21,9,rút,V,O,O,0
21,10,Isco,Np,PERSON,PERSON,0
21,11,ra,V,O,O,0
21,12,sân,N,O,O,0
21,13,khi,N,O,O,0
21,14,cầu,N,O,O,0
21,15,thủ,V,O,O,0
21,16,này,P,O,O,0
21,17,đang,R,O,O,0
21,18,chơi,V,O,O,0
21,19,hay,C,O,O,0
21,20,.,F,O,O,0
21,21,Trong,Np,O,O,0
21,22,khi,N,O,O,0
21,23,đó,N,O,O,0
21,24,",",F,O,O,0
