,tokens,true_tags,pred_tags
56,"['T.', 'B', '(', 'tổng', 'hợp', ')']","['O', 'O', 'O', 'O', 'O', 'O']","['PER', 'PER', 'O', 'O', 'O', 'O']"
57,"['Ông', 'Erdogan', 'cũng', 'cho', 'biết', ',', 'Thổ', 'Nhĩ', 'Kỳ', 'cũng', 'cân', 'nhắc', 'các', 'biện', 'pháp', 'đối', 'phó', 'với', 'người', 'Kurd', 'ở', 'phía', 'Bắc', 'Iraq', ',', 'bao', 'gồm', 'các', 'biện', 'pháp', 'trừng', 'phạt', '.', 'Đại', 'diện', 'người', 'Kurd', ',', 'Iraq', 'liên', 'tục', 'coi', 'thường', 'các', 'áp', 'lực', 'quốc', 'tế', 'và', 'tiến', 'tới', 'kêu', 'gọi', 'trưng', 'cầu', 'dân', 'ý', '.', 'Các', 'nước', 'láng', 'giềng', 'của', 'Iraq', 'lo', 'sợ', 'tình', 'hình', 'sẽ', 'gia', 'tăng', 'tình', 'trạng', 'bất', 'ổn', 'trong', 'cộng', 'đồng', 'người', 'Kurd', '.', 'Các', 'đồng', 'minh', 'phương', 'Tây', 'cho', 'biết', ',', 'hoạt', 'động', 'của', 'người', 'Kurd', 'có', 'thể', 'ảnh', 'hưởng', 'đến', 'nỗ', 'lực', 'chung', 'trong', 'cuộc', 'chiến', 'chống', 'lại', 'lực', 'lượng', 'khủng', 'bố', 'nhà', 'nước', 'Hồi', 'giáo', 'IS.']","['O', 'PER', 'O', 'O', 'O', 'O', 'LOC', 'LOC', 'LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'LOC', 'LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ORG', 'ORG', 'ORG', 'ORG', 'O']","['O', 'PER', 'O', 'O', 'O', 'O', 'LOC', 'LOC', 'LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'LOC', 'LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ORG', 'ORG', 'ORG', 'ORG', 'ORG']"
58,"['Một', 'sĩ', 'quan', 'cảnh', 'sát', 'Hoàng', 'gia', 'Thái', 'Lan', 'đã', 'khai', 'với', 'các', 'nhà', 'điều', 'tra', 'rằng', 'ông', 'đã', '“', 'được', 'lệnh', '”', 'giúp', 'cựu', 'Thủ', 'tướng', 'Yingluck', 'Shinawatra', 'trốn', 'thoát', 'khỏi', 'Thái', 'Lan', ',', 'theo', 'Phó', 'Thủ', 'tướng', 'Thái', 'Lan', 'Prawit', 'Wongsuwon', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'LOC', 'LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PER', 'PER', 'O', 'O', 'O', 'LOC', 'LOC', 'O', 'O', 'O', 'O', 'O', 'LOC', 'LOC', 'PER', 'PER', 'O']","['O', 'O', 'O', 'O', 'O', 'LOC', 'O', 'LOC', 'LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PER', 'PER', 'O', 'O', 'O', 'LOC', 'LOC', 'O', 'O', 'O', 'O', 'O', 'LOC', 'LOC', 'PER', 'PER', 'O']"
59,"['Báo', 'Bangkok', 'Post', 'ngày', '22', '-', '9', 'dẫn', 'lời', 'ông', 'Wonsuwon', 'cho', 'biết', 'thêm', 'viên', 'cảnh', 'sát', 'này', 'khai', 'tên', 'của', 'một', 'người', 'khác', 'đứng', 'sau', 'cuộc', 'trốn', 'thoát', ',', 'nhưng', 'Phó', 'Thủ', 'tướng', 'Thái', 'Lan', 'không', 'tiết', 'lộ', 'tên', 'người', 'này', '.']","['O', 'ORG', 'ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'LOC', 'LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['ORG', 'ORG', 'ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'LOC', 'LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
60,"['Các', 'nhà', 'điều', 'tra', 'bắt', 'đầu', 'thẩm', 'vấn', '3', 'nhân', 'viên', 'cảnh', 'sát', ',', 'trong', 'đó', 'có', 'viên', 'sĩ', 'quan', 'cảnh', 'sát', 'nói', 'trên', 'vào', 'tối', '21', '-', '9', 'về', 'việc', 'bà', 'Yingluk', 'trốn', 'thoát', '.', 'Cuộc', 'điều', 'tra', 'vụ', 'trốn', 'thoát', 'của', 'bà', 'Yingluck', 'do', 'Phó', 'giám', 'đốc', 'cơ', 'quan', 'cảnh', 'sát', 'Hoàng', 'gia', 'Thái', 'Lan', 'Sriwara', 'Ransibhahmanakul', 'chủ', 'trì', '.', 'Cảnh', 'sát', 'trưởng', 'quốc', 'gia', 'Chakthip', 'Chaijinda', 'cho', 'biết', 'một', 'ủy', 'ban', 'kỷ', 'luật', 'đặc', 'biệt', 'đang', 'được', 'thành', 'lập', 'để', 'xem', 'xét', 'hành', 'động', 'của', '3', 'cảnh', 'sát', 'này', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PER', 'O', 'O', 'O', 'O', 'O', 'O', 'ORG', 'ORG', 'ORG', 'ORG', 'ORG', 'ORG', 'PER', 'PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PER', 'PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PER', 'O', 'O', 'O', 'O', 'O', 'ORG', 'ORG', 'ORG', 'ORG', 'ORG', 'ORG', 'ORG', 'PER', 'PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PER', 'PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
61,"['Đuổi', 'quân', 'Tưởng', 'về', 'nước', ',', 'Việt', 'Nam', 'tránh', ""'"", 'lưỡng', 'đầu', 'thọ', 'địch', ""'""]","['O', 'O', 'PER', 'O', 'O', 'O', 'LOC', 'LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'LOC', 'LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
62,"['Một', 'cuốn', 'sách', '“', 'kinh', 'điển', '”', 'về', 'thời', 'đại', 'Hồ', 'Chí', 'Minh', 'ở', 'phương', 'Tây', 'là', 'cuốn', 'Lịch', 'sử', 'Việt', 'Nam', 'từ', '1940', '–', '1952', '(', 'Histoire', 'du', 'Vietnam', ',', '1940', 'à', '1952', ')', 'của', 'Philippe', 'Devillers', '(', 'NXB', 'AMS', 'Press', ',', '1975', ')', '.', 'Devillers', ',', 'một', 'nhà', 'Việt', 'Nam', 'học', 'kỳ', 'cựu', 'người', 'Pháp', ',', 'đã', 'trích', 'dẫn', 'các', 'báo', 'Việt', 'Nam', 'thời', 'kỳ', 'đó', 'như', 'nhật', 'báo', 'Quyết', 'chiến', 'của', 'thành', 'phố', 'Huế', ',', 'để', 'phản', 'ảnh', 'phản', 'ứng', 'của', 'công', 'dân', 'Việt', 'Nam', 'lúc', 'đó', 'về', 'Hiệp', 'định', 'này', ':']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PER', 'PER', 'PER', 'O', 'LOC', 'LOC', 'O', 'O', 'MISC', 'MISC', 'MISC', 'MISC', 'O', 'O', 'O', 'O', 'O', 'MISC', 'MISC', 'MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'PER', 'PER', 'O', 'O', 'ORG', 'ORG', 'O', 'O', 'O', 'O', 'PER', 'O', 'O', 'O', 'LOC', 'LOC', 'O', 'O', 'O', 'MISC', 'MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'LOC', 'LOC', 'O', 'O', 'O', 'O', 'ORG', 'ORG', 'ORG', 'ORG', 'O', 'LOC', 'LOC', 'LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'LOC', 'LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PER', 'PER', 'PER', 'O', 'LOC', 'LOC', 'O', 'MISC', 'MISC', 'MISC', 'MISC', 'MISC', 'MISC', 'O', 'O', 'O', 'O', 'MISC', 'MISC', 'MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'PER', 'PER', 'O', 'O', 'ORG', 'ORG', 'O', 'O', 'O', 'O', 'PER', 'O', 'O', 'O', 'LOC', 'LOC', 'O', 'O', 'O', 'MISC', 'MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'LOC', 'LOC', 'O', 'O', 'O', 'O', 'ORG', 'ORG', 'ORG', 'ORG', 'O', 'LOC', 'LOC', 'LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'LOC', 'LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
63,"['Nhóm', 'tác', 'chiến', 'tàu', 'sân', 'bay', 'Reagan', 'sẽ', 'tập', 'trận', 'riêng', 'với', 'hải', 'quân', 'Hàn', 'Quốc', 'vào', 'tháng', '10', ',', 'Bộ', 'Quốc', 'phòng', 'Hàn', 'Quốc', 'đầu', 'tuần', 'này', 'cho', 'biết', '.']","['O', 'O', 'O', 'MISC', 'MISC', 'MISC', 'MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'LOC', 'LOC', 'O', 'O', 'O', 'O', 'ORG', 'ORG', 'ORG', 'ORG', 'ORG', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'MISC', 'MISC', 'MISC', 'MISC', 'MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'LOC', 'LOC', 'O', 'O', 'O', 'O', 'ORG', 'ORG', 'ORG', 'ORG', 'ORG', 'O', 'O', 'O', 'O', 'O', 'O']"
64,"['Các', 'nhóm', 'này', 'tiến', 'hành', 'nhiều', 'hoạt', 'động', 'chống', 'quân', 'đội', 'chính', 'phủ', 'trong', 'hơn', '10', 'năm', 'qua', 'tại', 'các', 'tỉnh', 'Yala', ',', 'Pattanni', ',', 'Naratkhivat', 'và', 'Songkhla', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'LOC', 'O', 'LOC', 'O', 'LOC', 'O', 'LOC', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'LOC', 'LOC', 'O', 'LOC', 'O', 'LOC', 'O', 'LOC', 'O']"
65,"['Vụ', 'không', 'kích', 'chớp', 'ngoáng', 'được', 'thực', 'hiện', 'bên', 'ngoài', 'không', 'phận', 'Syria', 'và', 'nhắm', 'vào', '1', 'khu', 'vực', 'trước', 'đây', 'từng', 'bị', 'Israel', 'tấn', 'công', 'nhằm', 'ngăn', 'chặn', 'các', 'phương', 'tiện', 'vận', 'chuyển', 'vũ', 'khí', 'từ', 'Iran', 'đến', 'cho', 'Lực', 'lượng', 'Hezbollah', 'ở', 'Lebannon', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ORG', 'O', 'LOC', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'LOC', 'O', 'O', 'O', 'O', 'ORG', 'O', 'LOC', 'O']"
66,"['Nga', 'ngày', '22', '-', '9', 'phóng', 'một', 'số', 'tên', 'lửa', 'hành', 'trình', 'Kalibr', 'từ', 'tàu', 'ngầm', 'Veliky', 'Novgorod', 'ở', 'Địa', 'Trung', 'Hải', 'vào', 'các', 'mục', 'tiêu', 'của', 'một', 'phiến', 'quân', 'liên', 'quan', 'Al', '-', 'Qaeda', 'ở', 'tỉnh', 'Idlib', '(', 'tây', 'bắc', 'Syria', ')', ',', 'Reuters', 'dẫn', 'thông', 'tin', 'từ', 'Bộ', 'Quốc', 'phòng', 'Nga', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'LOC', 'LOC', 'LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ORG', 'ORG', 'ORG', 'O', 'LOC', 'LOC', 'O', 'O', 'O', 'LOC', 'O', 'O', 'LOC', 'O', 'O', 'O', 'O', 'ORG', 'ORG', 'ORG', 'ORG', 'O']","['LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'LOC', 'LOC', 'LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ORG', 'ORG', 'ORG', 'O', 'LOC', 'LOC', 'O', 'LOC', 'O', 'LOC', 'O', 'O', 'LOC', 'O', 'O', 'O', 'O', 'ORG', 'ORG', 'ORG', 'ORG', 'O']"
67,"['Theo', 'Bộ', 'Quốc', 'phòng', 'Nga', ',', 'số', 'phần', 'tử', 'này', 'đã', 'cố', 'đặt', 'bẫy', 'và', 'bao', 'vây', 'một', 'cảnh', 'sát', 'quân', 'sự', 'Nga', 'tại', 'tỉnh', 'Hama', '(', 'tây', 'bắc', 'Syria', ')', 'hồi', 'đầu', 'tuần', '.']","['O', 'ORG', 'ORG', 'ORG', 'ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'LOC', 'O', 'LOC', 'LOC', 'O', 'O', 'O', 'LOC', 'O', 'O', 'O', 'O', 'O']","['O', 'ORG', 'ORG', 'ORG', 'ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'LOC', 'O', 'LOC', 'LOC', 'O', 'LOC', 'O', 'LOC', 'O', 'O', 'O', 'O', 'O']"
68,"['2', ',', 'Đội', 'đặc', 'nhiệm', 'SAA', 'cùng', 'cố', 'vấn', 'Nga', 'dưới', 'sự', 'hỗ', 'trợ', 'của', 'VKS', 'Nga', 'đã', 'vượt', 'sông', 'Euphrates', 'đánh', 'chiếm', 'đầu', 'cầu', 'thành', 'công', '.', 'Lập', 'tức', ',', 'sư', 'đoàn', 'cơ', 'giới', 'số', '4', 'của', 'SAA', 'vượt', 'sông', 'phát', 'triển', 'theo', 'hướng', 'Bắc', 'và', 'Đông', 'Nam', 'sông', 'Euphrates', '.']","['O', 'O', 'O', 'O', 'O', 'ORG', 'O', 'O', 'O', 'LOC', 'O', 'O', 'O', 'O', 'O', 'ORG', 'LOC', 'O', 'O', 'LOC', 'LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'LOC', 'LOC', 'O']","['O', 'O', 'O', 'O', 'O', 'ORG', 'O', 'O', 'O', 'LOC', 'O', 'O', 'O', 'O', 'O', 'LOC', 'LOC', 'O', 'O', 'LOC', 'LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'LOC', 'LOC', 'O']"
69,"['3', ',', 'Mỹ', 'sử', 'dụng', 'lực', 'lượng', 'Al', 'Qeada', ',', 'HTS', 'tại', 'Idlid', 'mở', 'mặt', 'trận', 'Bắc', 'Hama', '(', 'trong', 'đó', 'có', 'một', 'đòn', 'độc', ':', 'Bắt', 'sống', '29', 'cảnh', 'sát', 'quân', 'sự', 'Nga', ')', 'hòng', 'kéo', 'giản', 'lực', 'lượng', 'SAA', 'khỏi', 'Deir', 'Ezzor', '…']","['O', 'O', 'LOC', 'O', 'O', 'O', 'O', 'ORG', 'ORG', 'O', 'ORG', 'O', 'LOC', 'O', 'O', 'O', 'O', 'LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'ORG', 'O', 'LOC', 'LOC', 'O']","['O', 'O', 'LOC', 'O', 'O', 'O', 'O', 'ORG', 'ORG', 'O', 'ORG', 'O', 'LOC', 'O', 'O', 'O', 'LOC', 'LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'ORG', 'O', 'LOC', 'LOC', 'O']"
70,"['Quân', 'đội', 'Nga', 'tổ', 'chức', 'diễn', 'tập', 'phòng', 'thủ', 'bằng', 'các', 'hệ', 'thống', 'tên', 'lửa', 'phòng', 'không', 'S', '-', '400', 'tối', 'tân', '.']","['O', 'O', 'LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['ORG', 'ORG', 'LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
71,"['Được', 'đưa', 'vào', 'biên', 'chế', 'từ', 'năm', '2007', ',', 'S', '-', '400', 'Triumf', 'là', 'hệ', 'thống', 'phòng', 'không', 'tầm', 'xa', 'thế', 'hệ', 'mới', 'của', 'Nga', ',', 'có', 'khả', 'năng', 'đánh', 'chặn', 'tiêm', 'kích', 'tàng', 'hình', ',', 'cũng', 'như', 'tên', 'lửa', 'đạn', 'đạo', 'và', 'tên', 'lửa', 'hành', 'trình', 'ở', 'khoảng', 'cách', 'tới', '400', 'km', '.', 'Một', 'tổ', 'hợp', 'S', '-', '400', 'có', 'thể', 'tiến', 'công', 'tới', '80', 'mục', 'tiêu', 'cùng', 'lúc', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
72,"['“', 'Tôi', 'sẽ', 'chắc', 'chắn', 'và', 'khẳng', 'định', 'có', 'thể', 'chế', 'ngự', 'được', 'sự', 'điên', 'rồ', 'của', 'nước', 'Mỹ', 'bằng', 'lửa', '”', '-', 'Phát', 'thanh', 'viên', 'của', 'Đài', 'KRT', 'trích', 'dẫn', 'tuyên', 'bố', 'của', 'Lãnh', 'đạo', 'Kim', 'Jong', '-', 'un', 'cho', 'biết', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'PER', 'PER', 'PER', 'PER', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ORG', 'ORG', 'O', 'O', 'O', 'O', 'O', 'PER', 'O', 'PER', 'PER', 'PER', 'PER', 'O', 'O', 'O']"
73,"['Thủ', 'tướng', 'New', 'Zealand', 'Bill', 'English', '(', 'trái', ')', 'trong', 'chiến', 'dịch', 'vận', 'động', 'tranh', 'cử', 'ở', 'Wellington', 'ngày', '15', '/', '9', '.', 'Ảnh', ':', 'AFP', '/', 'TTXVN']","['O', 'O', 'LOC', 'LOC', 'PER', 'PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ORG', 'O', 'ORG']","['O', 'O', 'LOC', 'PER', 'PER', 'PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'ORG', 'O', 'ORG']"
74,"['""', 'Một', 'cuộc', 'tấn', 'công', 'bất', 'ngờ', 'bằng', 'tên', 'lửa', 'vào', 'tỉnh', 'Idlib', 'đã', 'tiêu', 'diệt', 'các', 'trạm', 'chỉ', 'huy', 'quan', 'trọng', ',', 'cơ', 'sở', 'đào', 'tạo', 'và', 'thiết', 'bị', 'bọc', 'thép', 'của', 'những', 'kẻ', 'khủng', 'bố', 'tham', 'gia', 'âm', 'mưu', 'bắt', 'làm', 'tù', 'binh', '29', 'nhân', 'viên', 'quân', 'cảnh', 'Nga', 'ở', 'phía', 'bắc', 'tỉnh', 'Hama', ',', '""', '-', 'thông', 'báo', 'của', 'Bộ', 'Quốc', 'phòng', 'Nga', 'cho', 'biết', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'LOC', 'O', 'O', 'O', 'LOC', 'LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'ORG', 'ORG', 'ORG', 'ORG', 'O', 'O', 'O']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'LOC', 'O', 'O', 'O', 'LOC', 'LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'ORG', 'ORG', 'ORG', 'ORG', 'O', 'O', 'O']"
